reference_fiche;ndeg_de_version;nature_juridique_du_rappel;categorie_de_produit;sous_categorie_de_produit;nom_de_la_marque_du_produit;noms_des_modeles_ou_references;identification_des_produits;conditionnements;date_debut_fin_de_commercialisation;temperature_de_conservation;marque_de_salubrite;informations_complementaires;zone_geographique_de_vente;distributeurs;motif_du_rappel;risques_encourus_par_le_consommateur;preconisations_sanitaires;description_complementaire_du_risque;conduites_a_tenir_par_le_consommateur;numero_de_contact;modalites_de_compensation;date_de_fin_de_la_procedure_de_rappel;informations_complementaires_publiques;lien_vers_la_liste_des_images;lien_vers_la_liste_des_produits;lien_vers_l_affichette_pdf;date_ref
2021-07-1058;1;Volontaire;Alimentation;Viandes;MATCH;MATCH ENT FRAIS CH (LIV);3700133909672 00997564 Date limite de consommation 19/08/2021;Pièce de 3,5kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;Cora;Présence Listéria mono <10 ufc/g;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/1674300c-54ec-4a68-a7dc-8860fcc35a2c.jpg;http://rappel.conso.gouv.fr/document/5755861a-b994-40a0-8962-a79bd35e8bb5/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2242/Interne;2021-07
2021-07-1061;1;Volontaire;Alimentation;Viandes;aucune;ROTI CUIT SUPÉRIEUR DORE TRADITION;3554989025105 00998539 Date limite de consommation entre le 31/08/2021 et le 04/09/2021;Pièce de 3kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;Transgourmet;Présence Listéria mono <10 ufc/g;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/ef9251d2-c4c3-469e-8240-c3c5e191a53d.jpg;http://rappel.conso.gouv.fr/document/50675ed5-22ca-4048-91a3-a7117fb39846/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2245/Interne;2021-07
2021-07-1062;1;Volontaire;Alimentation;Viandes;FICELE;RÔTI DE PORC SUPÉRIEUR CUIT AU FOUR DORE;3450794952004 00997528 et 00997557 Date limite de consommation entre le 26/08/2021 et le 29/08/2021;Pièce de 3,5kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;CF. liste des clients jointes;Présence Listéria mono potentiel;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/0d7eda69-e85d-4cb1-9e8e-fb9af1c681a5.jpg;http://rappel.conso.gouv.fr/document/cffba7c5-0450-4102-b166-7f7dd582e2cc/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2246/Interne;2021-07
2021-07-1064;1;Volontaire;Alimentation;Viandes;Terre de fraîcheur;RÔTI DE PORC SUPÉRIEUR DORE AU FOUR;3606525533473 00997528 et 00997557 Date limite de consommation entre le 16/08/2021 et le 19/08/2021;Pièce de 3,5kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;Cf. liste;Présence Listéria mono potentiel -Mesure de précautions;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/c2ebc72e-9612-48da-a857-875d1d7d8665.jpg;http://rappel.conso.gouv.fr/document/6032084d-503f-4729-bcab-48bb8c730d4f/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2248/Interne;2021-07
2021-07-1065;1;Volontaire;Alimentation;Viandes;Brocéliande;RÔTI DE PORC SUPÉRIEUR DORE AU FOUR;3700133904189 00997528 et 00997557 Date limite de consommation entre le 16/08/2021 et le 21/08/2021;Pièce de 3,5kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;Cf. liste;Présence Listéria mono potentiel -Mesure de précautions;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/7b1e9ee0-53a2-4579-b470-722df5aa8f32.jpg;http://rappel.conso.gouv.fr/document/24362dbf-d88b-4fad-bd0a-2ecf51807c4d/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2249/Interne;2021-07
2021-07-1066;1;Volontaire;Alimentation;Viandes;Sans marque;ROTI DE PORC SUPERIEUR DORE AU FOUR;3450794019004 00997528 et 00997557 Date limite de consommation entre le 18/08/2021 et le 25/08/2021 3596710353385 00997528 et 00997557 Date limite de consommation entre le 18/08/2021 et le 25/08/2021;Pièce de 1.4kg à 3kg variable;;Produit à conserver au réfrigérateur;FR 35.022.001 CE;;France entière;Cf. liste;Présence Listéria mono potentiel -Mesure de précautions;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Contacter le point de vente Détruire le produit;660366396;Remboursement;vendredi 13 août 2021;;http://rappel.conso.gouv.fr/image/bccacf79-d1c4-45a7-99a7-31a76b455457.jpg;http://rappel.conso.gouv.fr/document/6546cad9-b791-4cff-9972-827e86398fdf/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2250/Interne;2021-07
2021-07-1067;1;Volontaire;Alimentation;Autres;sans marque;"Quiche Lorraine X 1
Quiche Lorraine X 2
Quiche saumon X 1 
Quiche saumon X 2
Quiche chèvre X 1 
Quiche chèvre X 2";2000600012463 Tous les lots Date limite de consommation entre le 18/07/2021 et le 22/07/2021 2000003013128 Tous les lots Date limite de consommation entre le 18/07/2021 et le 22/07/2021 2000600025913 Tous les lots Date limite de consommation entre le 18/07/2021 et le 22/07/2021 2000600024930 Tous les lots Date limite de consommation entre le 18/07/2021 et le 22/07/2021 3700009012468 Tous les lots Date limite de consommation entre le 18/07/2021 et le 22/07/2021;Lot de 2 quiches en boite plastique en vente en libre service et à l'unité en rayon traditionnel;Du 18/07/2021 au 22/07/2021;Produit à conserver au réfrigérateur;;Les produits peuvent être vendus en rayon traditionnel.;Saint - Dizier;E.Leclerc Express Saint-Dizier;Les produits contiennent de la crème légère Campagne de France contenant de la graine de caroube non conforme.;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Rapporter le produit au point de vente;325949000;Remboursement;samedi 14 août 2021;;http://rappel.conso.gouv.fr/image/a373034a-2743-479e-8c75-d7b49505d832.jpg;http://rappel.conso.gouv.fr/document/678142dc-b618-47ff-b70e-35ddb9d0fb56/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/2251/Interne;2021-07
2021-07-1069;1;Imposé par l’administration;Alimentation;Produits sucrés;SORBETS PLEIN FRUIT LA BLANCHE HERMINE;"Sorbet Plein fruits Framboises
Sorbet plein fruits poire Williams
Sorbet plein fruits Fruits de la passion
Sorbet plein fruits Mangue
Sorbet plein fruits citron jaune
Sorbet plein fruits citron basilic";0304211200 Date de consommation recommandée 30/09/2021  0904210800 Date de consommation recommandée 30/09/2021  0304211200 Date de consommation recommandée 30/09/2021  1803211020 Date de consommation recommandée 31/08/2021  2006210900 Date de consommation recommandée 31/12/2021  1807210830 Date de consommation recommandée 31/01/2022  1006210900 Date de consommation recommandée 30/11/2021  1307211000 Date de consommation recommandée 31/01/2022  1807210825 Date de consommation recommandée 31/01/2022  1307210900 Date de consommation recommandée 31/01/2022  1307211000 Date de consommation recommandée 31/01/2022;POTS DE 0.5L ET POT DE 1L;Du 01/03/2021 au 27/07/2021;Produit à conserver au congélateur;;NUMERO DE LOT INDIQUE SOUS LE POT;France entière;LA BLANCHE HERMINE;Présence d'oxyde d'éthylène, dans un ingrédient entrant dans la composition des sorbets;Produits phytosanitaires non autorisés;;;Ne plus consommer Rapporter le produit au point de vente;251717302;Remboursement;jeudi 30 septembre 2021;;http://rappel.conso.gouv.fr/image/da078dfb-bd44-4612-8d58-3604f71a17b8.jpg http://rappel.conso.gouv.fr/image/e0109179-e87c-433e-b11d-59ba934c59f9.jpg http://rappel.conso.gouv.fr/image/d3e2d0f4-b2d8-4a53-a28f-303eb81cbc42.jpg http://rappel.conso.gouv.fr/image/bab26b97-65e3-423a-8eb9-a46e34df173f.jpg http://rappel.conso.gouv.fr/image/0cc54d06-e41b-4351-a453-d7042ecef68c.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2253/Interne;2021-07
2021-07-1070;1;Volontaire;Alimentation;Lait et produits laitiers;PICARD;Dessert Glacé (390g);3270160821563 20189 Date de durabilité minimale 01/07/2022 3270160821563 20247 Date de durabilité minimale 01/07/2022 3270160821563 20286 Date de durabilité minimale 01/10/2022 3270160821563 20290 Date de durabilité minimale 01/10/2022;Boite de 390g - 800ml;Du 07/07/2020 au 26/07/2021;Produit à conserver au congélateur;;;France entière;Picard;Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans un ingrédient entrant dans la composition des produits.;Autres contaminants chimiques;;;Ne plus consommer Rapporter le produit au point de vente Contacter le service consommateur;800091091;Remboursement;lundi 27 septembre 2021;;http://rappel.conso.gouv.fr/image/c99a0bae-23c0-4d54-9749-9cffa3981513.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2254/Interne;2021-07
2021-07-1071;1;Volontaire;Alimentation;Lait et produits laitiers;PICARD;Dessert Glacé (180g);3270160738717 19190 Date de durabilité minimale 01/07/2021 3270160738717 20044 Date de durabilité minimale 01/02/2022 3270160738717 20157 Date de durabilité minimale 01/06/2022;Desserts glacés de 180g - 260ml;Du 09/07/2019 au 26/07/2021;Produit à conserver au congélateur;;;France entière;Picard;Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans un ingrédient rentrant dans la composition des produits.;Autres contaminants chimiques;;;Ne plus consommer Rapporter le produit au point de vente Contacter le service consommateur;800091091;Remboursement;lundi 27 septembre 2021;;http://rappel.conso.gouv.fr/image/7af57d16-4a26-4c9d-80ab-0e4d7dd7eb51.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2255/Interne;2021-07
2021-07-1072;1;Volontaire;Alimentation;Lait et produits laitiers;PICARD;Dessert Glacé (425g);3270160655403 20154 Date de durabilité minimale 01/06/2022 3270160655403 20156 Date de durabilité minimale 01/06/2022 3270160655403 20245 Date de durabilité minimale 01/09/2022 3270160655403 20246 Date de durabilité minimale 01/09/2022;Boite de 425g - 650ml;Du 02/06/2020 au 26/07/2021;Produit à conserver au congélateur;;;France entière;Picard;Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans un ingrédient entrant dans la composition des produits.;Autres contaminants chimiques;;;Ne plus consommer Rapporter le produit au point de vente Contacter le service consommateur;800091091;Remboursement;lundi 27 septembre 2021;;http://rappel.conso.gouv.fr/image/04aa6c33-9ecc-47f3-bc57-34037bc7ab47.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2256/Interne;2021-07
2021-07-1073;1;Volontaire;Alimentation;Lait et produits laitiers;PICARD;Dessert Glacé (135g);3270160730698 20174 Date de durabilité minimale 01/06/2022 3270160730698 20175 Date de durabilité minimale 01/06/2022 3270160730698 20176 Date de durabilité minimale 01/06/2022;Desserts glacés de 135g - 230ml;Du 22/06/2020 au 26/07/2021;Produit à conserver au congélateur;;;France entière;Picard;Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans un ingrédient rentrant dans la composition des produits.;Autres contaminants chimiques;;;Ne plus consommer Rapporter le produit au point de vente Contacter le service consommateur;800091091;Remboursement;lundi 27 septembre 2021;;http://rappel.conso.gouv.fr/image/1dd2e432-aef6-4d24-98ca-cac07ed6f00a.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2257/Interne;2021-07
2021-07-1074;1;Volontaire;Alimentation;Lait et produits laitiers;PICARD;Dessert Glacé (280g);3270160356959 20093 Date de durabilité minimale 01/04/2022 3270160356959 20177 Date de durabilité minimale 01/06/2022 3270160356959 20178 Date de durabilité minimale 01/06/2022 3270160356959 20266 Date de durabilité minimale 01/09/2022 3270160356959 20267 Date de durabilité minimale 01/09/2022 3270160356959 20270 Date de durabilité minimale 01/09/2022 3270160356959 19196 Date de durabilité minimale 01/07/2021 3270160356959 19239 Date de durabilité minimale 01/08/2021 3270160356959 19240 Date de durabilité minimale 01/08/2021;Desserts glacés de 280g - 480ml;Du 15/07/2020 au 26/07/2021;Produit à conserver au congélateur;;;France entière;Picard;Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans un ingrédient rentrant dans la composition des produits.;Autres contaminants chimiques;;;Ne plus consommer Rapporter le produit au point de vente Contacter le service consommateur;800091091;Remboursement;lundi 27 septembre 2021;;http://rappel.conso.gouv.fr/image/9da76c45-bbbe-4d2c-9553-1c10975fce15.jpg;;http://rappel.conso.gouv.fr/affichettePDF/2258/Interne;2021-07
